"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","测试添加联系人的用例，看添加的姓名是否添加成功","传入用户名，账号，手机号三个参数，测试是否添加联系人成功","0","0","3","0","0"
